Date,Price,Market_cap,Volume
2023-11-22 00:00:00 UTC,0.960252156,1223290180,332870261.8
2023-11-23 00:00:00 UTC,1.020344759,1302034646,262949781.1
2023-11-24 00:00:00 UTC,1.016874088,1297887240,158757706.1
2023-11-25 00:00:00 UTC,1.048897807,1336795797,224211957.4
2023-11-26 00:00:00 UTC,1.066199014,1358093659,151611874
2023-11-27 00:00:00 UTC,1.037374345,1323252890,176515016.2
2023-11-28 00:00:00 UTC,1.018830264,1297334096,195024883.3
2023-11-29 00:00:00 UTC,1.016883497,1296469545,151532439.6
2023-11-30 00:00:00 UTC,1.006212103,1287303343,170757835
2023-12-01 00:00:00 UTC,1.006484246,1282985270,110119857.8
2023-12-02 00:00:00 UTC,1.033122704,1315789595,189433733.2
2023-12-03 00:00:00 UTC,1.110310368,1415528881,233292581.5
2023-12-04 00:00:00 UTC,1.098833456,1403383613,218024937
2023-12-05 00:00:00 UTC,1.089663171,1387777616,502846458.5
2023-12-06 00:00:00 UTC,1.092726988,1392212343,363660494
2023-12-07 00:00:00 UTC,1.059297078,1352154317,332065209.3
2023-12-08 00:00:00 UTC,1.165609963,1485459627,726370961.3
2023-12-09 00:00:00 UTC,1.167919958,1487288398,433268172
2023-12-10 00:00:00 UTC,1.140846932,1452949860,573497325.7
2023-12-11 00:00:00 UTC,1.155470165,1471241248,270495242.4
2023-12-12 00:00:00 UTC,1.096927572,1397214892,595678696.9
2023-12-13 00:00:00 UTC,1.249478331,1592006255,774653416
2023-12-14 00:00:00 UTC,1.183897007,1505655189,667027690.4
2023-12-15 00:00:00 UTC,1.181277688,1506289283,403748035.6
2023-12-16 00:00:00 UTC,1.099290225,1403815229,249654679.7
2023-12-17 00:00:00 UTC,1.122680396,1428333629,247959479.1
2023-12-18 00:00:00 UTC,1.106947519,1410800241,221120509.1
2023-12-19 00:00:00 UTC,1.100075249,1403381454,304592127.6
2023-12-20 00:00:00 UTC,1.072758073,1367677037,259870111.3
2023-12-21 00:00:00 UTC,1.104468121,1407883798,291490168.8
2023-12-22 00:00:00 UTC,1.153047767,1468893839,356530655.4
2023-12-23 00:00:00 UTC,1.43482993,1834126337,1512379779
2023-12-24 00:00:00 UTC,1.395465627,1786675119,806034160.2
2023-12-25 00:00:00 UTC,1.355624804,1734162971,735852210.4
2023-12-26 00:00:00 UTC,1.392983419,1778311466,538428869.6
2023-12-27 00:00:00 UTC,1.32529355,1688970585,543413563.8
2023-12-28 00:00:00 UTC,1.505226654,1916204383,1058293764
2023-12-29 00:00:00 UTC,1.472765995,1887217912,1132778748
2023-12-30 00:00:00 UTC,1.506931759,1913386046,761326827.1
2023-12-31 00:00:00 UTC,1.485420385,1893567405,437087640.6
2024-01-01 00:00:00 UTC,1.554671745,1984422816,702783146.8
2024-01-02 00:00:00 UTC,1.734208475,2209519383,703827557.9
2024-01-03 00:00:00 UTC,1.770289391,2256296516,1087506691
2024-01-04 00:00:00 UTC,1.90482746,2424862071,3236014261
2024-01-05 00:00:00 UTC,2.006104056,2557636267,1642116882
2024-01-06 00:00:00 UTC,1.932769671,2453848652,1190025254
2024-01-07 00:00:00 UTC,1.748745536,2227884610,863148698
2024-01-08 00:00:00 UTC,1.706666406,2166219666,821247611.6
2024-01-09 00:00:00 UTC,1.821302434,2322505767,1248704499
2024-01-10 00:00:00 UTC,1.818210078,2310898188,1096359229
2024-01-11 00:00:00 UTC,2.21314313,2827563538,2357096936
2024-01-12 00:00:00 UTC,2.263960612,2881352667,1715318522
2024-01-13 00:00:00 UTC,2.196781469,2796586633,1567470905
2024-01-14 00:00:00 UTC,2.179565781,2774235735,706639926.2
2024-01-15 00:00:00 UTC,2.029680624,2600814138,515099437.3
2024-01-16 00:00:00 UTC,2.111401396,2696558910,581994291.8
2024-01-17 00:00:00 UTC,2.153778704,2747026191,653871825.9
2024-01-18 00:00:00 UTC,2.03233282,2590592749,461630802.4
2024-01-19 00:00:00 UTC,1.888346251,2408177576,631875642.9
2024-01-20 00:00:00 UTC,1.851748486,2361070048,630726103.9
2024-01-21 00:00:00 UTC,1.805508989,2306209952,354090665.7
2024-01-22 00:00:00 UTC,1.819710412,2322507565,391340016.5
2024-01-23 00:00:00 UTC,1.684406314,2147048559,675191564.9
2024-01-24 00:00:00 UTC,1.68863872,2147275469,747003542.4
2024-01-25 00:00:00 UTC,1.736076293,2209756318,542028732
2024-01-26 00:00:00 UTC,1.730985567,2207530511,412433766.8
2024-01-27 00:00:00 UTC,1.812192033,2311977709,495079580.8
2024-01-28 00:00:00 UTC,1.796688575,2289379380,263045153.8
2024-01-29 00:00:00 UTC,1.798501097,2296032025,413229046.1
2024-01-30 00:00:00 UTC,1.853187468,2365403336,391419606.7
2024-01-31 00:00:00 UTC,1.885853131,2395672537,592518128.2
2024-02-01 00:00:00 UTC,1.763580633,2250110216,489352125.6
2024-02-02 00:00:00 UTC,1.783524734,2271070214,385700333.4
2024-02-03 00:00:00 UTC,1.791997785,2284747483,286753434.4
2024-02-04 00:00:00 UTC,1.765987761,2250918667,200109046.2
2024-02-05 00:00:00 UTC,1.734058579,2209378312,200517357.7
2024-02-06 00:00:00 UTC,1.733994811,2210177651,240355817.6
2024-02-07 00:00:00 UTC,1.830983431,2336576011,496214025.2
2024-02-08 00:00:00 UTC,1.895199337,2419553640,439167210.1
2024-02-09 00:00:00 UTC,1.867465947,2383790026,347797549.1
2024-02-10 00:00:00 UTC,1.985171451,2531986561,427391105.9
2024-02-11 00:00:00 UTC,1.957494667,2497102506,215641805.6
